1,118,14768
2,138 118,13937
3,138 118 135,13237
4,167 138 118 135,12555
5,167 135 138 203 118,11896
6,167 135 138 203 12 118,11257
7,167 135 138 203 12 117 118,10636
8,166 167 135 138 203 12 117 118,10033
9,166 167 135 138 203 12 117 118 155,9458
10,166 167 135 7 138 203 12 117 118 155,8974
11,166 167 135 7 138 203 12 117 118 121 155,8498
12,166 167 135 7 138 203 12 106 117 118 121 155,8042
13,166 167 135 7 138 203 12 106 230 117 118 121 155,7598
14,166 167 135 7 138 203 12 106 230 42 117 118 121 155,7167
15,70 166 167 135 7 138 203 12 106 230 42 117 118 121 155,6748
16,70 166 167 135 7 138 203 12 106 230 42 117 118 54 121 155,6354
17,70 166 167 135 7 138 203 12 106 230 42 75 117 118 54 121 155,5982
18,70 166 167 135 7 138 203 12 106 230 42 75 117 118 54 121 155 92,5654
19,135 7 138 12 155 166 167 42 54 191 70 203 75 92 230 106 117 118 121,5340
20,0 135 7 138 12 155 166 167 42 54 191 70 203 75 92 230 106 117 118 121,5035
21,0 135 7 138 139 12 155 166 167 42 54 191 70 203 75 92 230 106 117 118 121,4738
22,0 135 7 138 139 12 155 166 167 42 54 191 70 203 75 92 230 106 239 117 118 121,4465
23,0 135 7 138 139 12 155 166 167 42 54 191 69 70 203 75 92 230 106 239 117 118 121,4203
24,0 135 7 138 139 12 155 166 167 42 45 54 191 69 70 203 75 92 230 106 239 117 118 121,3976
25,0 135 7 138 139 12 155 166 167 42 45 49 54 191 69 70 203 75 92 230 106 239 117 118 121,3775
26,0 135 7 138 139 12 155 166 167 42 45 49 54 191 69 70 203 75 92 93 230 106 239 117 118 121,3578
27,0 135 7 138 139 12 155 166 167 42 45 49 54 183 191 69 70 203 75 92 93 230 106 239 117 118 121,3386
28,0 4 135 7 138 139 12 155 166 167 42 45 49 54 183 191 69 70 203 75 92 93 230 106 239 117 118 121,3199
29,0 4 135 7 138 139 12 155 166 167 42 45 49 54 183 191 69 70 203 75 92 93 230 106 239 117 118 121 124,3016
30,0 4 135 7 138 139 12 155 166 167 42 45 49 54 183 191 69 70 203 75 92 93 249 230 106 239 117 118 121 124,2861
31,0 4 135 7 138 139 12 15 155 166 167 42 45 49 54 183 191 69 70 203 75 92 93 249 230 106 239 117 118 121 124,2711
32,0 4 135 7 138 139 12 15 155 166 167 42 45 49 54 183 191 69 70 203 75 92 93 99 249 230 106 239 117 118 121 124,2565
33,0 4 5 135 7 138 139 12 15 155 166 167 42 45 49 54 183 191 69 70 203 75 92 93 99 249 230 106 239 117 118 121 124,2425
34,0 4 5 135 7 138 139 12 15 155 160 166 167 42 45 49 54 183 191 69 70 203 75 92 93 99 249 230 106 239 117 118 121 124,2289
35,0 4 5 135 7 138 139 12 15 155 160 166 167 42 45 49 54 183 191 69 70 203 75 92 93 99 249 230 106 239 242 117 118 121 124,2157
36,0 4 5 135 7 138 139 12 15 155 160 166 167 42 45 49 54 183 191 69 70 203 75 92 93 99 249 230 103 106 239 242 117 118 121 124,2030
37,0 131 4 5 135 7 138 139 12 15 155 160 166 167 42 45 49 54 183 191 69 70 203 75 92 93 99 249 230 103 106 239 242 117 118 121 124,1907
38,0 131 4 5 135 7 138 139 12 15 155 160 166 167 42 45 49 54 183 191 69 70 201 203 75 92 93 99 249 230 103 106 239 242 117 118 121 124,1788
